0.817452,0.015151,0.544849,0.596376,0.440498,0.281746,0.41315,0.551783
0.678801,0.121212,0.164353,0.270686,0.852537,0.360635,0.082025,0.802768
0.769272,0.121212,0.170145,0.361765,0.727452,0.110822,0.380601,0.658989
0.849036,0.121212,0.217885,0.252641,0.754839,0.246527,0.244784,0.788264
0.724304,0.272727,0.380207,0.205859,0.666717,0.190594,0.445835,0.630797
0.680942,0.106061,0.260807,0.30394,0.769087,0.035218,0.328966,0.835556
0.777837,0.121212,0.095723,0.229672,0.944702,0.039445,0.551213,0.658989
0.725375,0.151515,0.096124,0.295293,0.75766,0.309189,0.40331,0.63409
0.811028,0.136363,0.232984,0.311697,0.760371,0.281746,0.41315,0.551783
0.701285,0.136363,0.140874,0.286873,0.788264,0.211311,0.371058,0.693672
0.783726,0.151515,0.316549,0.332929,0.630797,0.239667,0.486401,0.540727
0.760171,0.121212,0.467699,0.721825,0.323502,0.360635,0.082025,0.802768
0.700214,0.136363,0.211311,0.41315,0.693671,0.239667,0.32022,0.727453
0.772484,0.151515,0.135384,0.32022,0.774134,0.568464,0.408198,0.461645
0.822805,0.075758,0.176093,0.328966,0.740968,0.870675,0.810687,0.099846
0.724304,0.121212,0.176093,0.202692,0.977445,0.324948,0.508561,0.563135
0.545503,0.772727,0.308011,0.279026,0.736158,0.182787,0.395757,0.710479
0.70985,0.136363,0.176093,0.328966,0.740968,0.274428,0.195583,0.914178
0.802462,0.106061,0.316549,0.332929,0.630797,0.550167,0.563318,0.331924
0.852784,0.015151,0.544849,0.596376,0.440498,0.37871,0.40331,0.63409
0.764989,0.136363,0.241265,0.390895,0.568091,0.42262,0.455243,0.551783
0.940578,0.045454,0.827127,0.843694,0.111259,0.457838,0.58152,0.457191
0.74197,0.136363,0.100624,0.361765,0.727452,0.281746,0.497335,0.551783
0.724839,0.136363,0.0,0.371058,0.740968,0.211311,0.328966,0.646375
0.917024,0.106061,0.731016,0.563318,0.283348,0.274428,0.569492,0.494045
0.822805,0.045454,0.597704,0.569492,0.470706,0.42262,0.497335,0.504487
0.747323,0.106061,0.260807,0.30394,0.769087,0.324948,0.508561,0.563135
0.560492,0.772727,0.398742,0.197698,0.766618,0.298183,0.348611,0.658989
0.709315,0.106061,0.116126,0.390399,0.817663,0.211311,0.41315,0.646375
0.713597,0.136363,0.281746,0.371058,0.740968,0.095723,0.229672,0.944703
0.861349,0.075758,0.796325,0.766256,0.099846,0.265737,0.273482,0.639927
0.824411,0.121212,0.182195,0.465905,0.61106,0.253572,0.295293,0.706914
0.793897,0.787879,0.505487,0.408198,0.485807,0.392843,0.149649,0.781726
0.83833,0.136363,0.211311,0.371058,0.693671,0.246527,0.328966,0.646375
0.874732,0.121212,0.110821,0.423253,0.658988,0.42262,0.455243,0.551783
0.850642,0.136363,0.352183,0.539428,0.504487,0.380207,0.205859,0.666717
0.681477,0.742424,0.248957,0.37251,0.630067,0.130037,0.0,1.0
0.756424,0.151515,0.309593,0.436644,0.536385,0.239667,0.154038,0.914178
0.737152,0.121212,0.335928,0.270686,0.714286,0.396322,0.209985,0.658989
0.678265,0.787879,0.415516,0.461964,0.455602,0.409705,0.268636,0.658989
0.89454,0.136363,0.352183,0.539428,0.504487,0.309189,0.361765,0.680771
0.875803,0.136363,0.425858,0.464437,0.526776,0.42262,0.371058,0.599079
0.722698,0.151515,0.164353,0.270686,0.852537,0.170145,0.361765,0.680771
0.762848,0.136363,0.105656,0.371058,0.740968,0.204906,0.237129,0.867497
0.744111,0.121212,0.289259,0.508561,0.61106,0.352183,0.455243,0.551783
0.820128,0.136363,0.239667,0.278674,0.774134,0.176093,0.160599,0.882852
0.70985,0.772727,0.239961,0.279026,0.766618,0.320487,0.401925,0.629032
0.844754,0.075758,0.246527,0.539428,0.551783,0.796325,0.366381,0.549156
0.859743,0.136363,0.204906,0.569492,0.587408,0.246527,0.41315,0.646375
0.765525,0.121212,0.039445,0.380601,0.850693,0.296154,0.237129,0.680771
0.90364,0.136363,0.352183,0.539428,0.457191,0.37871,0.40331,0.63409
0.909529,0.121212,0.289259,0.508561,0.61106,0.432012,0.380601,0.563135
0.738758,0.136363,0.333562,0.280584,0.650725,0.211311,0.41315,0.646375
0.829764,0.136363,0.281746,0.328966,0.740968,0.159104,0.332929,0.715371
0.858672,0.121212,0.379529,0.370562,0.673082,0.360635,0.167333,0.754839
0.735546,0.136363,0.352183,0.539428,0.504487,0.281746,0.41315,0.551783
0.437366,0.80303,0.231268,0.401925,0.658988,0.171548,0.04247,0.946931
0.899358,0.136363,0.457838,0.539428,0.504487,0.246527,0.328966,0.788264
0.736617,0.787879,0.258071,0.273786,0.787865,0.342791,0.401925,0.658989
0.845824,0.757576,0.427435,0.393723,0.529954,0.298183,0.455243,0.569127
0.896681,0.075758,0.573274,0.677394,0.449308,0.116127,0.390399,0.817663
0.853319,0.136363,0.176093,0.328966,0.740968,0.413471,0.486401,0.494045
0.855996,0.136363,0.176093,0.455243,0.740968,0.656797,0.860309,0.213956
0.797645,0.075758,0.204906,0.569492,0.587408,0.6848,0.766256,0.349465
0.76606,0.80303,0.365097,0.455243,0.599079,0.298183,0.348611,0.688941
0.800321,0.151515,0.204906,0.361765,0.727452,0.127614,0.332929,0.673082
0.807816,0.121212,0.396322,0.124681,0.754839,0.190594,0.295293,0.799946
0.874732,0.136363,0.387401,0.371058,0.551783,0.42262,0.455243,0.551783
0.859208,0.136363,0.232984,0.475748,0.576039,0.281746,0.41315,0.551783
