0.74197,0.106061,0.369316,0.563318,0.574791,0.198667,0.229672,0.898618
0.705567,0.136363,0.211311,0.286873,0.788264,0.274428,0.154038,0.820815
0.801392,0.121212,0.352183,0.371058,0.551783,0.396322,0.209985,0.658989
0.786938,0.272727,0.236302,0.17146,0.782667,0.316549,0.257657,0.842235
0.816916,0.80303,0.47662,0.401925,0.629032,0.298183,0.348611,0.658989
0.771413,0.742424,0.272032,0.289778,0.69204,0.320487,0.32195,0.658989
0.776231,0.787879,0.348039,0.381317,0.606631,0.320487,0.375268,0.629032
0.913812,0.075758,0.573274,0.677394,0.449308,0.140874,0.286873,0.788264
0.956103,0.075758,0.669147,0.791979,0.173418,0.75915,0.632966,0.249617
0.737687,0.757576,0.262276,0.175657,0.781725,0.427435,0.421065,0.499232
0.852248,0.151515,0.37253,0.792916,0.299541,0.239667,0.195583,0.867497
0.968951,0.060606,0.811509,0.826957,0.206724,0.42262,0.497335,0.504487
0.759636,0.136363,0.035219,0.41315,0.693671,0.387401,0.371058,0.551783
0.820128,0.136363,0.246527,0.328966,0.740968,0.204906,0.444856,0.63409
0.771413,0.772727,0.308011,0.387469,0.644772,0.387401,0.508561,0.479265
0.845824,0.121212,0.396322,0.124681,0.754839,0.253572,0.220024,0.842235
0.690578,0.121212,0.070437,0.244784,0.930149,0.146508,0.337945,0.754839
0.867773,0.106061,0.296975,0.390399,0.720515,0.289259,0.508561,0.61106
0.488223,0.80303,0.320487,0.32195,0.658988,0.320487,0.32195,0.658989
0.831906,0.136363,0.352183,0.371058,0.551783,0.204906,0.569492,0.587408
0.608672,0.80303,0.403991,0.369318,0.591653,0.342791,0.428586,0.599079
0.786938,0.136363,0.140874,0.286873,0.788264,0.281746,0.371058,0.693672
0.824946,0.136363,0.105656,0.286873,0.835556,0.387401,0.211841,0.638151
0.688972,0.742424,0.364326,0.427664,0.537107,0.285327,0.279026,0.736158
0.690043,0.772727,0.308011,0.251918,0.766618,0.275876,0.32195,0.688941
0.648822,0.727273,0.39322,0.406564,0.606894,0.308011,0.279026,0.736158
